Id	CountyName	StateName	Population	LandArea
23021	Piscataquis County	 Maine	17432	4377.71	
23023	Sagadahoc County	 Maine	35394	370.29	
23025	Somerset County	 Maine	52098	4095.73	
23027	Waldo County	 Maine	38761	852.81	
23029	Washington County	 Maine	32832	3255.14	
23031	York County	 Maine	197861	1271.44	
24001	Allegany County	 Maryland	74645	429.74	
24003	Anne Arundel County	 Maryland	538473	587.91	
24005	Baltimore County	 Maryland	807318	682.08	
24009	Calvert County	 Maryland	88774	345.11	
24011	Caroline County	 Maryland	32947	326.07	
24013	Carroll County	 Maryland	167249	452.43	
24015	Cecil County	 Maryland	101109	417.89	
24017	Charles County	 Maryland	147107	643.27	
24019	Dorchester County	 Maryland	32570	982.97	
24021	Frederick County	 Maryland	234268	667.4	
24023	Garrett County	 Maryland	30079	656.08	
24025	Harford County	 Maryland	245396	526.74	
24027	Howard County	 Maryland	288676	253.56	
24029	Kent County	 Maryland	20184	414.32	
24031	Montgomery County	 Maryland	974824	506.22	
24033	Prince George's County	 Maryland	865443	499.42	
24035	Queen Anne's County	 Maryland	47894	509.82	
24037	St. Mary's County	 Maryland	105528	764.54	
24039	Somerset County	 Maryland	26402	610.81	
24041	Talbot County	 Maryland	37746	476.81	
24043	Washington County	 Maryland	147882	467.57	
24045	Wicomico County	 Maryland	98940	399.81	
24047	Worcester County	 Maryland	51398	694.78	
24510	Baltimore city	 Maryland	620644	92.08	
25001	Barnstable County	 Massachusetts	216021	1305.52	
25003	Berkshire County	 Massachusetts	130866	946.34	
25005	Bristol County	 Massachusetts	548739	691.26	
25007	Dukes County	 Massachusetts	16581	491	
25009	Essex County	 Massachusetts	744961	828.69	
25011	Franklin County	 Massachusetts	71489	724.81	
25013	Hampden County	 Massachusetts	464072	634.17	
25015	Hampshire County	 Massachusetts	158850	545.47	
25017	Middlesex County	 Massachusetts	1507558	847.63	
25019	Nantucket County	 Massachusetts	10194	303.28	
25021	Norfolk County	 Massachusetts	672078	443.97	
25023	Plymouth County	 Massachusetts	495407	1093.48	
25025	Suffolk County	 Massachusetts	724502	120.07	
25027	Worcester County	 Massachusetts	799277	1579.11	
26001	Alcona County	 Michigan	10943	1790.56	
26003	Alger County	 Michigan	9531	5044.37	
26005	Allegan County	 Michigan	111589	1833.51	
26007	Alpena County	 Michigan	29602	1695.05	
26009	Antrim County	 Michigan	23634	601.94	
26011	Arenac County	 Michigan	15952	680.75	
26013	Baraga County	 Michigan	8808	1069.12	
26015	Barry County	 Michigan	59249	576.93	
26017	Bay County	 Michigan	107633	630.98	
26019	Benzie County	 Michigan	17554	859.72	
26021	Berrien County	 Michigan	156759	1581.47	
26023	Branch County	 Michigan	44920	519.52	
26025	Calhoun County	 Michigan	136063	718.49	
26027	Cass County	 Michigan	52412	508.51	
26029	Charlevoix County	 Michigan	26057	1390.87	
26031	Cheboygan County	 Michigan	26195	885.26	
26033	Chippewa County	 Michigan	38919	2698	
26035	Clare County	 Michigan	30924	575.25	
26037	Clinton County	 Michigan	75274	574.6	
26039	Crawford County	 Michigan	14119	563.41	
26041	Delta County	 Michigan	37075	1991.75	
26043	Dickinson County	 Michigan	26286	777.2	
26045	Eaton County	 Michigan	107861	579.07	
26047	Emmet County	 Michigan	32799	882.33	
26049	Genesee County	 Michigan	425337	649.37	
26051	Gladwin County	 Michigan	25736	516.46	
26053	Gogebic County	 Michigan	16297	1476.54	
26055	Grand Traverse County	 Michigan	87483	601.17	
26057	Gratiot County	 Michigan	42340	571.64	
26059	Hillsdale County	 Michigan	46617	607.18	
26061	Houghton County	 Michigan	36519	1501.63	
26063	Huron County	 Michigan	33001	2137.25	
26065	Ingham County	 Michigan	281323	560.98	
26067	Ionia County	 Michigan	64149	580.26	
26069	Iosco County	 Michigan	25880	1890.72	
26071	Iron County	 Michigan	11837	1211.16	
26073	Isabella County	 Michigan	70186	577.78	
26075	Jackson County	 Michigan	160257	723.82	
26077	Kalamazoo County	 Michigan	250704	580.23	
26079	Kalkaska County	 Michigan	17231	570.79	
26081	Kent County	 Michigan	605244	872.21	
26083	Keweenaw County	 Michigan	2168	6060.49	
26085	Lake County	 Michigan	11543	574.64	
26087	Lapeer County	 Michigan	88626	663.12	
26089	Leelanau County	 Michigan	21677	2533.36	
26091	Lenawee County	 Michigan	99878	761.38	
26093	Livingston County	 Michigan	181678	585.46	
26095	Luce County	 Michigan	6590	1911.9	
26097	Mackinac County	 Michigan	11144	2100.59	
26099	Macomb County	 Michigan	841769	569.81	
26101	Manistee County	 Michigan	24753	1280.9	
26103	Marquette County	 Michigan	67178	3426.9	
26105	Mason County	 Michigan	28672	1241.98	
26107	Mecosta County	 Michigan	42947	571.14	
26109	Menominee County	 Michigan	24041	1338.13	
26111	Midland County	 Michigan	83744	527.92	
26113	Missaukee County	 Michigan	14945	573.85	
26115	Monroe County	 Michigan	151944	680.1	
26117	Montcalm County	 Michigan	63357	721.02	
26119	Montmorency County	 Michigan	9709	562.46	
26121	Muskegon County	 Michigan	171755	1459.29	
26123	Newaygo County	 Michigan	48517	861.45	
26125	Oakland County	 Michigan	1207097	908.07	
26127	Oceana County	 Michigan	26636	1306.83	
26129	Ogemaw County	 Michigan	21674	574.67	
26131	Ontonagon County	 Michigan	6703	3741.37	
26133	Osceola County	 Michigan	23486	573.15	
26135	Oscoda County	 Michigan	8709	571.6	
26137	Otsego County	 Michigan	24175	526	
26139	Ottawa County	 Michigan	264835	1632.12	
26141	Presque Isle County	 Michigan	13368	2573.22	
26143	Roscommon County	 Michigan	24447	579.86	
26145	Saginaw County	 Michigan	200017	815.82	
26147	St. Clair County	 Michigan	162978	832.55	
26149	St. Joseph County	 Michigan	61314	521.18	
26151	Sanilac County	 Michigan	43096	1590.64	
26153	Schoolcraft County	 Michigan	8455	1883.79	
26155	Shiawassee County	 Michigan	70402	540.78	
26157	Tuscola County	 Michigan	55616	913.83	
26159	Van Buren County	 Michigan	76149	1090.28	
26161	Washtenaw County	 Michigan	346010	722.59	
26163	Wayne County	 Michigan	1822469	672.26	
26165	Wexford County	 Michigan	32694	575.88	
27001	Aitkin County	 Minnesota	16166	1995.39	
27003	Anoka County	 Minnesota	331649	446.28	
27005	Becker County	 Minnesota	32600	1445.17	
27007	Beltrami County	 Minnesota	44652	3055.7	
27009	Benton County	 Minnesota	38560	413.02	
27011	Big Stone County	 Minnesota	5250	527.92	
27013	Blue Earth County	 Minnesota	63991	765.93	
27015	Brown County	 Minnesota	25772	618.62	
27017	Carlton County	 Minnesota	35304	875.28	
27019	Carver County	 Minnesota	91355	376.23	
27021	Cass County	 Minnesota	28519	2414.31	
27023	Chippewa County	 Minnesota	12327	587.85	
27025	Chisago County	 Minnesota	53526	442.53	
27027	Clay County	 Minnesota	58937	1052.78	
27029	Clearwater County	 Minnesota	8672	1029.85	
27031	Cook County	 Minnesota	5206	3339.29	
27033	Cottonwood County	 Minnesota	11665	648.94	
27035	Crow Wing County	 Minnesota	62521	1156.62	
27037	Dakota County	 Minnesota	399443	586.36	
27039	Dodge County	 Minnesota	20071	439.64	
27041	Douglas County	 Minnesota	36167	719.97	
27043	Faribault County	 Minnesota	14546	721.64	
27045	Fillmore County	 Minnesota	20880	862.19	
27047	Freeborn County	 Minnesota	31188	722.66	
27049	Goodhue County	 Minnesota	46144	780.47	
27051	Grant County	 Minnesota	6016	575.21	
27053	Hennepin County	 Minnesota	1158039	606.43	
27055	Houston County	 Minnesota	19001	568.95	
27057	Hubbard County	 Minnesota	20372	999.44	
27059	Isanti County	 Minnesota	38004	451.9	
27061	Itasca County	 Minnesota	45052	2927.91	
27063	Jackson County	 Minnesota	10273	719.51	
27065	Kanabec County	 Minnesota	16255	533.41	
27067	Kandiyohi County	 Minnesota	42150	862.01	
27069	Kittson County	 Minnesota	4547	1103.54	
27071	Koochiching County	 Minnesota	13293	3154.35	
27073	Lac qui Parle County	 Minnesota	7240	778.09	
27075	Lake County	 Minnesota	10849	2991.14	
27077	Lake of the Woods County	 Minnesota	4039	1775.08	
27079	Le Sueur County	 Minnesota	27744	473.9	
27081	Lincoln County	 Minnesota	5876	548.47	
27083	Lyon County	 Minnesota	25714	721.49	
27085	McLeod County	 Minnesota	36527	505.7	
27087	Mahnomen County	 Minnesota	5442	583.02	
27089	Marshall County	 Minnesota	9475	1812.83	
27091	Martin County	 Minnesota	20727	729.59	
27093	Meeker County	 Minnesota	23262	645.11	
27095	Mille Lacs County	 Minnesota	26004	681.8	
27097	Morrison County	 Minnesota	33173	1153.37	
27099	Mower County	 Minnesota	39115	711.74	
27101	Murray County	 Minnesota	8690	719.56	
27103	Nicollet County	 Minnesota	32689	466.98	
27105	Nobles County	 Minnesota	21349	722.36	
27107	Norman County	 Minnesota	6796	876.85	
27109	Olmsted County	 Minnesota	144507	654.53	
27111	Otter Tail County	 Minnesota	57381	2225.03	
27113	Pennington County	 Minnesota	13950	618.36	
27115	Pine County	 Minnesota	29564	1434.68	
27117	Pipestone County	 Minnesota	9536	466.17	
27119	Polk County	 Minnesota	31426	1997.89	
27121	Pope County	 Minnesota	10978	717.33	
27123	Ramsey County	 Minnesota	510885	170.16	
27125	Red Lake County	 Minnesota	4100	432.52	
27127	Redwood County	 Minnesota	16006	881.28	
27129	Renville County	 Minnesota	15653	987.27	
27131	Rice County	 Minnesota	64171	516.14	
27133	Rock County	 Minnesota	9620	482.86	
27135	Roseau County	 Minnesota	15665	1678.48	
27137	St. Louis County	 Minnesota	200150	6860.53	
27139	Scott County	 Minnesota	130689	368.57	
27141	Sherburne County	 Minnesota	88558	451	
27143	Sibley County	 Minnesota	15189	600.39	
27145	Stearns County	 Minnesota	150307	1389.99	
27147	Steele County	 Minnesota	36524	432.18	
27149	Stevens County	 Minnesota	9712	575.27	
27151	Swift County	 Minnesota	9764	752.39	
27153	Todd County	 Minnesota	24783	979.39	
27155	Traverse County	 Minnesota	3549	586	
27157	Wabasha County	 Minnesota	21636	549.85	
27159	Wadena County	 Minnesota	13808	543.02	
27161	Waseca County	 Minnesota	19089	432.82	
27163	Washington County	 Minnesota	238721	423.19	
27165	Watonwan County	 Minnesota	11177	439.93	
27167	Wilkin County	 Minnesota	6584	751.67	
27169	Winona County	 Minnesota	51481	641.63	
27171	Wright County	 Minnesota	124737	714.42	
27173	Yellow Medicine County	 Minnesota	10357	763.42	
28001	Adams County	 Mississippi	32391	486.28	
28003	Alcorn County	 Mississippi	37027	401.38	
28005	Amite County	 Mississippi	13139	731.7	
28007	Attala County	 Mississippi	19454	737.15	
28009	Benton County	 Mississippi	8725	408.67	
28011	Bolivar County	 Mississippi	34239	905.82	
28013	Calhoun County	 Mississippi	14903	588	
28015	Carroll County	 Mississippi	10553	634.59	
28017	Chickasaw County	 Mississippi	17458	504.3	
28019	Choctaw County	 Mississippi	8506	419.84	
28021	Claiborne County	 Mississippi	9681	501.44	
28023	Clarke County	 Mississippi	16688	693.46	
28025	Clay County	 Mississippi	20633	416.05	
28027	Coahoma County	 Mississippi	26099	583.18	
28029	Copiah County	 Mississippi	29324	779.45	
28031	Covington County	 Mississippi	19571	414.97	
28033	DeSoto County	 Mississippi	161536	496.82	
28035	Forrest County	 Mississippi	75378	470.2	
28037	Franklin County	 Mississippi	8055	566.78	
28039	George County	 Mississippi	22579	483.65	
28041	Greene County	 Mississippi	14352	718.73	
28043	Grenada County	 Mississippi	21886	449.41	
28045	Hancock County	 Mississippi	44044	552.56	
28047	Harrison County	 Mississippi	188110	976.18	
28049	Hinds County	 Mississippi	246335	877.41	
28051	Holmes County	 Mississippi	19207	764.24	
28053	Humphreys County	 Mississippi	9399	431.2	
28055	Issaquena County	 Mississippi	1556	441.4	
28057	Itawamba County	 Mississippi	23362	540.46	
28059	Jackson County	 Mississippi	139430	1043.36	
28061	Jasper County	 Mississippi	17033	677.49	
28063	Jefferson County	 Mississippi	7743	527.24	
28065	Jefferson Davis County	 Mississippi	12364	409.14	
28067	Jones County	 Mississippi	67868	699.79	
28069	Kemper County	 Mississippi	10391	767.05	
28071	Lafayette County	 Mississippi	47586	679.33	
28073	Lamar County	 Mississippi	55580	500.52	
28075	Lauderdale County	 Mississippi	80204	715.33	
28077	Lawrence County	 Mississippi	12832	435.76	
28079	Leake County	 Mississippi	23563	585.43	
28081	Lee County	 Mississippi	83235	453.17	
28083	Leflore County	 Mississippi	32196	606.4	
28085	Lincoln County	 Mississippi	34850	588.22	
28087	Lowndes County	 Mississippi	59584	516.48	
28089	Madison County	 Mississippi	95481	742.03	
28091	Marion County	 Mississippi	26810	548.61	
28093	Marshall County	 Mississippi	37019	709.86	
28095	Monroe County	 Mississippi	36912	772.1	
28097	Montgomery County	 Mississippi	10866	407.9	
28099	Neshoba County	 Mississippi	29682	571.69	
28101	Newton County	 Mississippi	21687	579.62	
28103	Noxubee County	 Mississippi	11511	700.09	
28105	Oktibbeha County	 Mississippi	47486	461.94	
28107	Panola County	 Mississippi	34675	705.19	
28109	Pearl River County	 Mississippi	55886	818.98	
28111	Perry County	 Mississippi	12217	650.24	
28113	Pike County	 Mississippi	40300	410.81	
28115	Pontotoc County	 Mississippi	29962	501.02	
28117	Prentiss County	 Mississippi	25384	418.28	
28119	Quitman County	 Mississippi	8171	406.52	
28121	Rankin County	 Mississippi	142136	806.16	
28123	Scott County	 Mississippi	28207	610.43	
28125	Sharkey County	 Mississippi	4835	434.92	
28127	Simpson County	 Mississippi	27476	590.57	
28129	Smith County	 Mississippi	16425	637.32	
28131	Stone County	 Mississippi	17657	448.09	
28133	Sunflower County	 Mississippi	29230	707.26	
28135	Tallahatchie County	 Mississippi	15262	652.13	
28137	Tate County	 Mississippi	28580	410.98	
28139	Tippah County	 Mississippi	22095	460	
28141	Tishomingo County	 Mississippi	19573	444.57	
28143	Tunica County	 Mississippi	10716	480.82	
28145	Union County	 Mississippi	27175	416.91	
28147	Walthall County	 Mississippi	15405	404.47	
28149	Warren County	 Mississippi	48419	618.82	
28151	Washington County	 Mississippi	51010	761.31	
28153	Wayne County	 Mississippi	20754	813.54	
28155	Webster County	 Mississippi	10162	423.38	
28157	Wilkinson County	 Mississippi	9778	687.71	
28159	Winston County	 Mississippi	19160	610.15	
28161	Yalobusha County	 Mississippi	12647	495.03	
28163	Yazoo County	 Mississippi	28220	934.2	
29001	Adair County	 Missouri	25542	569.35	
29003	Andrew County	 Missouri	17205	436.53	
29005	Atchison County	 Missouri	5664	547.39	
29007	Audrain County	 Missouri	25617	696.83	
29009	Barry County	 Missouri	35680	790.96	
29011	Barton County	 Missouri	12428	596.78	
29013	Bates County	 Missouri	17003	851.45	
29015	Benton County	 Missouri	19021	752.55	
29017	Bollinger County	 Missouri	12389	621.21	
29019	Boone County	 Missouri	163266	691.19	
29021	Buchanan County	 Missouri	89162	414.6	
29023	Butler County	 Missouri	42792	699.01	
29025	Caldwell County	 Missouri	9302	429.75	
29027	Callaway County	 Missouri	44157	847.26	
29029	Camden County	 Missouri	43731	708.9	
29031	Cape Girardeau County	 Missouri	75690	586.33	
29033	Carroll County	 Missouri	9279	702.35	
29035	Carter County	 Missouri	6225	509.06	
29037	Cass County	 Missouri	99394	702.73	
29039	Cedar County	 Missouri	13941	498.54	
29041	Chariton County	 Missouri	7759	768.3	
29043	Christian County	 Missouri	77474	564.09	
29045	Clark County	 Missouri	7082	511.93	
29047	Clay County	 Missouri	222048	409.16	
29049	Clinton County	 Missouri	20687	423.5	
29051	Cole County	 Missouri	75813	399.11	
29053	Cooper County	 Missouri	17542	570.25	
29055	Crawford County	 Missouri	24753	743.82	
29057	Dade County	 Missouri	7811	506.34	
29059	Dallas County	 Missouri	16825	542.87	
29061	Daviess County	 Missouri	8341	569.12	
29063	DeKalb County	 Missouri	12878	425.8	
29065	Dent County	 Missouri	15595	754.56	
29067	Douglas County	 Missouri	13690	814.67	
29069	Dunklin County	 Missouri	31970	547.14	
29071	Franklin County	 Missouri	101440	929.64	
29073	Gasconade County	 Missouri	15160	524.53	
29075	Gentry County	 Missouri	6773	491.84	
29077	Greene County	 Missouri	275671	677.84	
29079	Grundy County	 Missouri	10256	438.01	
29081	Harrison County	 Missouri	8901	726.5	
29083	Henry County	 Missouri	22234	732.61	
29085	Hickory County	 Missouri	9554	411.77	
29087	Holt County	 Missouri	4840	469.09	
29089	Howard County	 Missouri	10160	470.58	
29091	Howell County	 Missouri	40330	928.39	
29093	Iron County	 Missouri	10563	552.09	
29095	Jackson County	 Missouri	672784	616.16	
29097	Jasper County	 Missouri	116493	641.37	
29099	Jefferson County	 Missouri	218628	664.12	
29101	Johnson County	 Missouri	52964	833.09	
29103	Knox County	 Missouri	4111	506.8	
29105	Laclede County	 Missouri	35507	768.03	
29107	Lafayette County	 Missouri	33278	638.9	
29109	Lawrence County	 Missouri	38559	613.42	
29111	Lewis County	 Missouri	10203	510.88	
29113	Lincoln County	 Missouri	52637	640.44	
29115	Linn County	 Missouri	12668	621.5	
29117	Livingston County	 Missouri	15068	538.51	
29119	McDonald County	 Missouri	22970	539.74	
29121	Macon County	 Missouri	15532	812.58	
29123	Madison County	 Missouri	12334	497.64	
29125	Maries County	 Missouri	9140	530.01	
29127	Marion County	 Missouri	28703	444.07	
29129	Mercer County	 Missouri	3763	455.21	
29131	Miller County	 Missouri	24822	599.98	
29133	Mississippi County	 Missouri	14231	428.93	
29135	Moniteau County	 Missouri	15587	418.87	
29137	Monroe County	 Missouri	8876	670.26	
29139	Montgomery County	 Missouri	12181	541.97	
29141	Morgan County	 Missouri	20479	613.94	
29143	New Madrid County	 Missouri	18780	698.07	
29145	Newton County	 Missouri	58314	626.72	
29147	Nodaway County	 Missouri	23305	877.81	
29149	Oregon County	 Missouri	10885	791.65	
29151	Osage County	 Missouri	13857	613.44	
29153	Ozark County	 Missouri	9672	755.13	
29155	Pemiscot County	 Missouri	18288	512.44	
29157	Perry County	 Missouri	18986	484.3	
29159	Pettis County	 Missouri	42044	686.38	
29161	Phelps County	 Missouri	44825	674.32	
29163	Pike County	 Missouri	18574	684.84	
29165	Platte County	 Missouri	89567	427.26	
29167	Polk County	 Missouri	31035	642.51	
29169	Pulaski County	 Missouri	51620	551.44	
29171	Putnam County	 Missouri	4976	519.7	
29173	Ralls County	 Missouri	10198	483.84	
29175	Randolph County	 Missouri	25388	487.69	
29177	Ray County	 Missouri	23422	573.62	
29179	Reynolds County	 Missouri	6682	814.47	
29181	Ripley County	 Missouri	14070	631.71	
29183	St. Charles County	 Missouri	360695	593.54	
29185	St. Clair County	 Missouri	9693	701.95	
29186	Ste. Genevieve County	 Missouri	18066	508.96	
29187	St. Francois County	 Missouri	65246	452.43	
29189	St. Louis County	 Missouri	999147	523.61	
29195	Saline County	 Missouri	23232	764.62	
29197	Schuyler County	 Missouri	4397	308.18	
29199	Scotland County	 Missouri	4843	439.29	
29201	Scott County	 Missouri	39192	426.06	
29203	Shannon County	 Missouri	8407	1004.05	
29205	Shelby County	 Missouri	6328	502.45	
29207	Stoddard County	 Missouri	29902	828.99	
29209	Stone County	 Missouri	31968	510.95	
29211	Sullivan County	 Missouri	6667	651.48	
29213	Taney County	 Missouri	51596	651.53	
29215	Texas County	 Missouri	25840	1179.33	
29217	Vernon County	 Missouri	20958	837.11	
29219	Warren County	 Missouri	32440	437.76	
29221	Washington County	 Missouri	25120	762.5	
29223	Wayne County	 Missouri	13444	774.13	
29225	Webster County	 Missouri	36183	593.74	
29227	Worth County	 Missouri	2146	266.77	
29229	Wright County	 Missouri	18732	683.24	
29510	St. Louis city	 Missouri	318527	66.15	
30001	Beaverhead County	 Montana	9228	5572.35	
30003	Big Horn County	 Montana	12872	5014.72	
30005	Blaine County	 Montana	6514	4238.98	
30007	Broadwater County	 Montana	5575	1238.94	
30009	Carbon County	 Montana	10057	2062.26	
30011	Carter County	 Montana	1276	3348.41	
30013	Cascade County	 Montana	81248	2711.74	
30015	Chouteau County	 Montana	5811	3997.13	
30017	Custer County	 Montana	11706	3793.37	
30019	Daniels County	 Montana	1734	1426.57	
30021	Dawson County	 Montana	9022	2383.23	
30023	Deer Lodge County	 Montana	9277	741.27	
30025	Fallon County	 Montana	3051	1623.06	
30027	Fergus County	 Montana	11507	4350.51	
30029	Flathead County	 Montana	90967	5256.6	
30031	Gallatin County	 Montana	90339	2532.73	
30033	Garfield County	 Montana	1100	4847.66	
30035	Glacier County	 Montana	13422	3037.12	
30037	Golden Valley County	 Montana	769	1176.42	
30039	Granite County	 Montana	3083	1733.17	
30041	Hill County	 Montana	16157	2916.07	
30043	Jefferson County	 Montana	11360	1658.89	
30045	Judith Basin County	 Montana	2052	1870.75	
30047	Lake County	 Montana	28794	1653.75	
30049	Lewis and Clark County	 Montana	63432	3497.63	
30051	Liberty County	 Montana	2326	1447.18	
30053	Lincoln County	 Montana	19594	3675.22	
30055	McCone County	 Montana	1808	2682.84	
30057	Madison County	 Montana	7688	3602.93	
30059	Meagher County	 Montana	1900	2394.87	
30061	Mineral County	 Montana	4203	1223.43	
30063	Missoula County	 Montana	109402	2618.39	
30065	Musselshell County	 Montana	4597	1870.94	
30067	Park County	 Montana	15655	2666.73	
30069	Petroleum County	 Montana	566	1674.05	
30071	Phillips County	 Montana	4203	5212.22	
30073	Pondera County	 Montana	6147	1639.83	
30075	Powder River County	 Montana	1639	3298.02	
30077	Powell County	 Montana	7067	2332.71	
30079	Prairie County	 Montana	1193	1742.61	
30081	Ravalli County	 Montana	40311	2400.39	
30083	Richland County	 Montana	9961	2103.08	
30085	Roosevelt County	 Montana	10477	2369.7	
30087	Rosebud County	 Montana	9261	5026.96	
30089	Sanders County	 Montana	11421	2790.18	
30091	Sheridan County	 Montana	3447	1706.38	
30093	Silver Bow County	 Montana	34164	718.99	
30095	Stillwater County	 Montana	9096	1804.71	
30097	Sweet Grass County	 Montana	3661	1862.1	
30099	Teton County	 Montana	6082	2292.57	
30101	Toole County	 Montana	5210	1945.82	
30103	Treasure County	 Montana	698	984.14	
30105	Valley County	 Montana	7423	5062.08	
30107	Wheatland County	 Montana	2142	1428.37	
30109	Wibaux County	 Montana	899	890.12	
30111	Yellowstone County	 Montana	148191	2649.11	
31001	Adams County	 Nebraska	31299	564.19	
31003	Antelope County	 Nebraska	6655	858.49	
31005	Arthur County	 Nebraska	490	718.36	
31007	Banner County	 Nebraska	778	746.43	
31009	Blaine County	 Nebraska	584	714.39	
31011	Boone County	 Nebraska	5473	687.3	
31013	Box Butte County	 Nebraska	11345	1077.92	
31015	Boyd County	 Nebraska	2025	544.64	
31017	Brown County	 Nebraska	3183	1225.15	
31019	Buffalo County	 Nebraska	46330	975.31	
31021	Burt County	 Nebraska	6829	497.12	
31023	Butler County	 Nebraska	8345	584.43	
31025	Cass County	 Nebraska	25214	566.27	
31027	Cedar County	 Nebraska	8807	745.86	
31029	Chase County	 Nebraska	3964	897.67	
31031	Cherry County	 Nebraska	5722	6009.87	
31033	Cheyenne County	 Nebraska	10038	1196.55	
31035	Clay County	 Nebraska	6497	573.56	
31037	Colfax County	 Nebraska	10453	418.61	
31039	Cuming County	 Nebraska	9140	574.58	
31041	Custer County	 Nebraska	10904	2576.21	
31043	Dakota County	 Nebraska	20869	267.41	
31045	Dawes County	 Nebraska	9176	1400.9	
31047	Dawson County	 Nebraska	24267	1019.34	
31049	Deuel County	 Nebraska	1962	440.83	
31051	Dixon County	 Nebraska	5982	482.75	
31053	Dodge County	 Nebraska	36590	543.98	
31055	Douglas County	 Nebraska	518271	339.65	
31057	Dundy County	 Nebraska	1996	920.84	
31059	Fillmore County	 Nebraska	5867	576.66	
31061	Franklin County	 Nebraska	3196	576.13	
31063	Frontier County	 Nebraska	2693	980.11	
31065	Furnas County	 Nebraska	4922	720.53	
31067	Gage County	 Nebraska	22209	859.99	
31069	Garden County	 Nebraska	2011	1731.15	
31071	Garfield County	 Nebraska	2106	571.36	
31073	Gosper County	 Nebraska	2020	462.77	
31075	Grant County	 Nebraska	608	783.27	
31077	Greeley County	 Nebraska	2515	570.74	
31079	Hall County	 Nebraska	58681	552.25	
31081	Hamilton County	 Nebraska	9096	546.76	
31083	Harlan County	 Nebraska	3419	574.2	
31085	Hayes County	 Nebraska	1037	713.37	
31087	Hitchcock County	 Nebraska	2898	718.62	
31089	Holt County	 Nebraska	10418	2417.8	
31091	Hooker County	 Nebraska	689	721.54	
31093	Howard County	 Nebraska	6294	575.77	
31095	Jefferson County	 Nebraska	7572	575.53	
31097	Johnson County	 Nebraska	5188	376.84	
31099	Kearney County	 Nebraska	6514	516.15	
31101	Keith County	 Nebraska	8284	1109.85	
31103	Keya Paha County	 Nebraska	742	774.21	
31105	Kimball County	 Nebraska	3789	952.38	
31107	Knox County	 Nebraska	8648	1139.75	
31109	Lancaster County	 Nebraska	286425	846.73	
31111	Lincoln County	 Nebraska	36212	2575.27	
31113	Logan County	 Nebraska	724	571.18	
31115	Loup County	 Nebraska	534	571.06	
31117	McPherson County	 Nebraska	348	860.06	
31119	Madison County	 Nebraska	34766	575.09	
31121	Merrick County	 Nebraska	7779	494.39	
31123	Morrill County	 Nebraska	4993	1429.92	
31125	Nance County	 Nebraska	3730	448.08	
31127	Nemaha County	 Nebraska	7224	411.91	
31129	Nuckolls County	 Nebraska	4490	576	
31131	Otoe County	 Nebraska	15729	619.12	
31133	Pawnee County	 Nebraska	2753	432.97	
31135	Perkins County	 Nebraska	2947	884.33	
31137	Phelps County	 Nebraska	9184	540.62	
31139	Pierce County	 Nebraska	7231	575.31	
31141	Platte County	 Nebraska	32195	689.13	
31143	Polk County	 Nebraska	5371	441.13	
31145	Red Willow County	 Nebraska	11013	718.1	
31147	Richardson County	 Nebraska	8355	555.98	
31149	Rock County	 Nebraska	1540	1011.91	
31151	Saline County	 Nebraska	14278	576.08	
31153	Sarpy County	 Nebraska	159413	247.29	
31155	Saunders County	 Nebraska	20696	758.91	
31157	Scotts Bluff County	 Nebraska	36835	745.57	
31159	Seward County	 Nebraska	16729	575.74	
31161	Sheridan County	 Nebraska	5432	2470.12	
31163	Sherman County	 Nebraska	3133	571.66	
31165	Sioux County	 Nebraska	1262	2067.43	
31167	Stanton County	 Nebraska	6139	431.08	
31169	Thayer County	 Nebraska	5195	575.36	
31171	Thomas County	 Nebraska	831	713.69	
31173	Thurston County	 Nebraska	6926	396.27	
31175	Valley County	 Nebraska	4322	570.54	
31177	Washington County	 Nebraska	20201	393.79	
31179	Wayne County	 Nebraska	9542	443.52	
31181	Webster County	 Nebraska	3773	575.04	
31183	Wheeler County	 Nebraska	725	575.61	
31185	York County	 Nebraska	13727	576.04	
32001	Churchill County	 Nevada	24779	5023.65	
32003	Clark County	 Nevada	1954773	8091.05	
32005	Douglas County	 Nevada	47056	737.67	
32007	Elko County	 Nevada	49133	17204.04	
32009	Esmeralda County	 Nevada	916	3589.19	
32011	Eureka County	 Nevada	1809	4180.25	
32013	Humboldt County	 Nevada	16511	9658.42	
32015	Lander County	 Nevada	5751	5519.64	
32017	Lincoln County	 Nevada	5282	10637.44	
32019	Lyon County	 Nevada	51797	2016.49	
32021	Mineral County	 Nevada	4718	3813.17	
32023	Nye County	 Nevada	43801	18159.71	
32027	Pershing County	 Nevada	6707	6067.89	
32029	Storey County	 Nevada	4010	263.81	
32031	Washoe County	 Nevada	422010	6551.48	
32033	White Pine County	 Nevada	9967	8897.17	
32510	Carson City	 Nevada	55184	155.85	
33001	Belknap County	 New Hampshire	60206	468.59	
33003	Carroll County	 New Hampshire	47761	992.32	
33005	Cheshire County	 New Hampshire	77106	729.21	
33007	Coos County	 New Hampshire	32872	1831.72	
33009	Grafton County	 New Hampshire	88985	1750.3	
33011	Hillsborough County	 New Hampshire	401101	892.28	
33013	Merrimack County	 New Hampshire	146742	956.56	
33015	Rockingham County	 New Hampshire	295872	794.04	
33017	Strafford County	 New Hampshire	123295	383.95	
33019	Sullivan County	 New Hampshire	43534	551.98	
